Text,True_Label,predicted_label,confusion_matrix_class
foto restoran tai lu bau busset,1,1,True Negative
vaksin covid fungsinya mengontrol manusia kesehatan,1,1,True Negative
hasil musra relawan jokowi riau sandiaga uno capres cawapres favorit,0,0,True Positive
islam meniru kebudayaan simbol bintang,1,1,True Negative
amdal wadas bermasalah dpr esdm terbitkan izin tambang,0,0,True Positive
megawati heran akademisi intelektual berani bicara pancasila,0,0,True Positive
situs tamsh news dot com,1,1,True Negative
video bnn periksa truk containner sengaja diekspor cina tiongkok,1,1,True Negative
video bunuh podomoro city deli park medan,1,1,True Negative
melly goeslaw meriahkan aksi lapangan monas jakarta,1,1,True Negative
fahri hamzah anies rk fulus maju pilpres,0,0,True Positive
detektor radiasi elektromagnetik mendeteksi radiasi vaksin covid,1,1,True Negative
foto eksodus besaran rakyat suriah perang saudara berkecamuk dinegara,1,1,True Negative
delapan kursi wakil menteri kosong kabinet jokowi,0,0,True Positive
video bikhu tertua vietnam th,1,1,True Negative
gambar bayang bayang luhut sampul majalah tempo,1,1,True Negative
ir soekarno perjuanganmu sulit melawan anak,1,1,True Negative
draf ruu ikn gubernur dprd kota negara,0,0,True Positive
gubernur jatim khofifah indar parawansa masuk timses prabowo – sandi,1,0,False Positive
dki keluarga paket bantuan rp juta penyaluran bantuan bertahap,1,1,True Negative
foto jokowi duduk bersebelahan menhub budi karya udah paham donk korban,1,1,True Negative
makan buah perut kosong sembuhkan kanker,1,1,True Negative
ribka tjiptaning iman brotoseno ketua panja ruu hip,1,1,True Negative
ditegur mega ganjar klaim usaha atasi banjir rob,0,0,True Positive
betrand peto dipulangkan ruben onsu ntt,1,1,True Negative
mardani pks dengar isu penjegalan anies maju capres biarkan,0,0,True Positive
daftar menu pesta kuliner gratis surabaya semarang,1,1,True Negative
presiden jokowi dokter,1,1,True Negative
lelang internal bea cukai,1,1,True Negative
mahfud biaya pelayanan kesehatan tragedi kanjuruhan negara urus,0,0,True Positive
gerindra klaim anies banding keruk kali mampang,0,0,True Positive
kader usul rs covid khusus pejabat pan maaf,0,0,True Positive
wakil wali kota probolinggo meninggal dunia,1,1,True Negative
jokowi camilan khas daerah dicomot negara,0,0,True Positive
pdip bantah megawati pimpin brin bentuk barter politik,0,0,True Positive
video polisi tembak saksi rekap pleno kpu,1,1,True Negative
foto jokowi tulisan karya terbaik pemerintah hutang,1,1,True Negative
rapimnas gerindra kader tunggu deklarasi prabowo capres,0,0,True Positive
video menag yaqut pindah agama dibaptis,1,1,True Negative
pks ajak dukung poligami website dukungpoligami com,1,0,False Positive
mahfud md menteri kritik perppu ciptaker,0,0,True Positive
relawan jokowi umumkan capres bebaskan aspirasi periode,0,0,True Positive
mkd dpr pelajari laporan terkait kritik fadli zon uu ciptaker,0,0,True Positive
bobby nasution lantik pejabat medan loyal,0,0,True Positive
surat perintah penyidikan kpk menteri bumn,1,1,True Negative
pecat m taufik gerindra singgung kekalahan prabowo pilpres,0,0,True Positive
video takbiran idul fitri aceh,1,1,True Negative
demokrat bela anies tuduhan atasi banjir jakarta,0,0,True Positive
senang twk demokrat usul tes polri kejagung,0,0,True Positive
kilang pertamina meledak suplai bahan bakar mengalami kelangkaan,1,1,True Negative
donasi bahan iftar sahur wabah covid pks,1,1,True Negative
jokowi puji megawati rakernas pdip auranya cantik,0,0,True Positive
pks kritik bnpt teroris masuk parpol berbasis fakta,0,0,True Positive
steve emmanuel meninggal lapas,1,1,True Negative
pembatasan sosial jakarta bandung diterapkan,1,1,True Negative
foto kremasi massal melonjaknya infeksi covid india,1,1,True Negative
video luput pantauan media monas loreng tolak cabut ruu hip,1,1,True Negative
post akun palsu krishna murti,1,1,True Negative
malam jam pagi mengelilingi kabah,1,1,True Negative
mahfud vs rizal ramli twitwar caper minim substansi,0,0,True Positive
ketua nu muhammadiyah jatim doakan demokrat ahy lantik emil,0,0,True Positive
politikus pdip ri pemimpin kelas dunia singgung prabowo,0,0,True Positive
elite pdip jateng barisan celeng pro ganjar merusak,0,0,True Positive
foto blue java banana,1,1,True Negative
salah pulau palu jual negara china,1,1,True Negative
dpr tni duta deddy corbuzier prajurit,0,0,True Positive
jalan tol masjid ibadah rubuh,1,1,True Negative
foto best elephant photo ever fly little guy,1,1,True Negative
foto berwarna pesawat ruang angkasa china zhurong mendarat mars,1,1,True Negative
video partai politik siapkan cawapres anies,1,1,True Negative
elektabilitas demokrat kaltim serukan ahy presiden,0,0,True Positive
muhammadiyah capres dahulukan bangsa ketimbang partai,0,0,True Positive
pdip balas sby pemilu jujur puncak kecurangan,0,0,True Positive
jokowi resmi ahok plt gubernur dki jakarta,1,0,False Positive
istana respons wacana kepala daerah dipilih dprd lihat regulasinya,0,0,True Positive
fpi mengancam kedaulatan nkri yg menunggangi nu bersihkan menhan prabowo subianto,1,1,True Negative
pelintiran konteks buku people power,1,1,True Negative
waketum ppp bantah pemecatan suharso monoarfa reorganisasi,0,0,True Positive
king of the king dony pedro memiliki rekening khusus rp triliun bni,1,1,True Negative
lowongan kerja kbri doha qatar,1,1,True Negative
panglima tni bantah kabar opm sandera pilot susi air,0,1,False Negative
dpr sistem open bidding jabatan pimpinan polri,0,0,True Positive
mrp pemekaran papua selatan diajukan bupati,0,0,True Positive
moderna memproduksi virus vaksin covid pandemi,1,1,True Negative
warga ganggu kampanye pemilu dipenjara,0,0,True Positive
anies baswedan dana apbd rp miliar istrinya,1,0,False Positive
tawaran kerja sampingan,1,1,True Negative
ditinggalkan jemaatnya gereja terbesar rusia dijual dijadikan masjid,1,1,True Negative
video lockdown … maradona,1,1,True Negative
informasi rekrutmen fresh graduate telkom indonesia,1,1,True Negative
gambar tangkapan layar artikel menteri yaqut pikir pikir sholat jumat pindah sabtu,1,1,True Negative
sekjen pdip mobilisasi massa watak jokowi,0,0,True Positive
hadiah putin kapal tanker minyak terbesar rusia perbatasan indonesia malaysia,1,1,True Negative
prabowo temui airlangga bahas geopolitik ekonomi dunia,0,0,True Positive
cak imin ruu tpks gagal paripurna sabar ya bro,0,0,True Positive
politikus pan kapolri pakai restorative justice korupsi,0,0,True Positive
tito karnavian copot ardian noervianto dirjen keuangan daerah,0,0,True Positive
akun instagram mengatasnamakan bnpb sumbangan dana,1,1,True Negative
video tsunami jepang feb,1,1,True Negative
pdip effendi dilaporkan anggota dewan dilindungi uu rapat,0,0,True Positive
elektabilitas anies vs ganjar resmi diusung capres,0,0,True Positive
usul tunda pemilu cak imin hadir deklarasi dukungan capres,0,0,True Positive
gojek bagikan uang rp perayaan,1,1,True Negative
gambar perempuan berjilbab syari tulisannya wife and doughter of panglima polim,1,1,True Negative
wagub jawa daftar calon dpd ri pemilu,0,0,True Positive
eks plt ahok tantangan penjabat pengganti anies,0,0,True Positive
lowongan kerja pt astra daihatsu motor,1,1,True Negative
jatam latar militer hadi tjahjanto ancaman warga kawasan ikn,0,0,True Positive
mahasiswa aksi besaran mengundang masyarakat turun aksi melawan kezoliman tanggal juli,1,1,True Negative
mega jokowi bertemu lahir pancasila juni,0,0,True Positive
pemuda pemudi mengatasnamakan universitas perguruan foto ktp,1,1,True Negative
selebaran waspada penculikan anak berlogo polda jabar,1,1,True Negative
apresiasi dewan kolonel puan kader pdip utamakan gotong royong,0,0,True Positive
komisi i perkirakan uji kelayakan andika perkasa jam,0,0,True Positive
demokrat ahy bubarkan acara kubu moeldoko tangerang,0,0,True Positive
hrs dilaporkan tewas tertabrak unta acara balapan unta arab saudi,1,1,True Negative
volodymyr zelenskyy pecandu kokain,1,1,True Negative
instruksi megawati kader pdip dilarang bicara capres,0,0,True Positive
ahmad basarah agustus konstitusi lahir pancasila,0,0,True Positive
golkar kib sekoci ganjar pranowo pilpres,0,0,True Positive
heru budi tgupp tergantung selera gubernur terpikir,0,0,True Positive
ksal anggap komandan marinir layak dijabat bintang,0,0,True Positive
mkd dpr polisi izin jokowi panggil arteria dahlan,0,0,True Positive
link kfc snack bucket gratis,1,1,True Negative
anak anak rusia menyanyikan lagu indonesia raya menyambut presiden ri misi perdamaian rusia ukarina,1,1,True Negative
foto pembuatan kamera dunia,1,1,True Negative
fadel muhammad gugat la nyalla buntut pemecatan mpr,0,0,True Positive
video wanita palembang hidup kubur,1,1,True Negative
nadiem siapkan skb menteri ptm diklaim,0,0,True Positive
dpr pelajari perppu cipta kerja jokowi reses,0,0,True Positive
waketum ppp parpol non parlemen gabung kib,0,0,True Positive
dpr putuskan nasib ruu tpks november,0,0,True Positive
din syamsuddin pidato pelanggaran ham indonesia majelis pbb,1,0,False Positive
mentri kabinet jokowi positif terpapar covid menteri nadien dinyatakan positif virus corona jalani isolasi mandiri,1,0,False Positive
video orang orang santai merekam ombak sangka tsunami,1,1,True Negative
pesan berantai whatsapp bantuan sosial finansial rp bpjs kesehatan,1,1,True Negative
pakar ramal prabowo sulit menang suara jabar tergerus,0,0,True Positive
fitra kpk selidiki potensi penyimpangan gorden dpr rp m,0,0,True Positive
vaksin bermasalah mengerikan disuntik sakit sekarat,1,1,True Negative
foto bayi selamat kecelakaan pesawat sriwijaya,1,1,True Negative
panglima tni peluang capres,0,0,True Positive
pemelintiran konteks video prabowo subianto produk asing,1,1,True Negative
lelang online pt pegadaian,1,1,True Negative
video pertahanan israel serangan roket hamas,1,1,True Negative
istana lock down daerah kepala daerah aturan kenakan sanksi,1,0,False Positive
dpr didesak perjelas definisi kekerasan seksual ruu tpks,0,0,True Positive
pemberlakuan tilang elektronik pemantauan cctv pemerintah kota manado agustus,1,1,True Negative
demokrat panggil ribuan kader jakarta bahas harga bbm capres,0,0,True Positive
serpihan emas gua tao putri deli serdang sumatera utara,1,1,True Negative
video warga jerman menghentikan permainan musik azan,1,1,True Negative
komisioner pertemuan ketua kpu ketum partai ummat,0,0,True Positive
politik parkir mobil gibran beda gaya ahok risma,0,0,True Positive
wanita bercadar palestina sibuk berperang wanita bercadar indonesia sibuk selfie,1,1,True Negative
pandemi corona anies baswedan universitas jakarta diliburkan kecuali universitas pancasila,1,1,True Negative
dpr bahas ruu tpks ppp reses,0,0,True Positive
tanggal pembuatan vaksin setahun covid melanda,1,1,True Negative
prediksi simpson kenyataan merekatahu,1,0,False Positive
pdip laporan keuangan gelaran formula e paripurna dprd,0,0,True Positive
pkb buka suara isu dekati pks gabung koalisi bareng gerindra,0,0,True Positive
busyro elite pendukung tunda pemilu keledai politik,0,0,True Positive
pkb respons erick thohir masuk banser cocok,0,0,True Positive
peserta wawancara pertamina membayar biaya akomodasi,1,1,True Negative
polisi sumba timur bawa rotan tertibkan warga,1,1,True Negative
dipecat la nyalla wakil ketua mpr unsur dpd fadel melawan,0,0,True Positive
foto foto pemberontakan ulama santri madiun,1,1,True Negative
said aqil siroj dikabarkan sakit,1,1,True Negative
ustad abdul somad lc ma udah ditangkap kepolisian,1,1,True Negative
mardani ali sera buka suara jubir resmi pks,0,0,True Positive
video pemuda pemudi terkena sindrom tiktok,1,1,True Negative
jokowi perintahkan setop wacana perpanjangan jabatan presiden,0,0,True Positive
pleno golkar pergantian azis eks danjen kopassus calon kuat,0,0,True Positive
ratusan nyawa dokter korban menkes bilang dibesar besarkan,1,1,True Negative
eks ketua prd deklarasi partai rakyat adil makmur,0,0,True Positive
dpr penjelasan tni al kapal china natuna,0,0,True Positive
luhut tolak buka big data penundaan pemilu,0,0,True Positive
kekasih lepas berpelukan berhubungan intim jalan,1,1,True Negative
ibas resmi bergelar doktor jebolan ipb ipk cumlaude,0,0,True Positive
komisi i pangdam berpotensi pangkostrad mantu lbp,0,0,True Positive
rekaman video warga rejang belong tersengat listrik,1,1,True Negative
koalisi golkar ppp pan rumuskan program,0,0,True Positive
whatsapp hadiah natal paket internet gratis gb,1,1,True Negative
musra relawan palembang prabowo favorit jenderal dudung mencuat,0,0,True Positive
klaim mahfud pemerintah taati rakyat tka vaksin berbayar,0,0,True Positive
said iqbal terpilih ketua partai buruh,0,0,True Positive
gambar kaca indomaret pecah pembeli minyak murah,1,1,True Negative
golkar balas hasto pdip kib koalisi cegah polarisasi,0,0,True Positive
kangkung mematikan membawa malapetaka,1,1,True Negative
gerindra imbau edy maaf jewer usir pelatih biliar,0,0,True Positive
video kebakaran akibat set top box meledak,1,1,True Negative
beredar pesan boikot pemilu kemendagri bantah jutaan wna e ktp,0,0,True Positive
ppp tunda pemilu tunggu usulan tertulis dibahas mpr,0,0,True Positive
masjid jerman diteror surat kebencian anti islam november,1,1,True Negative
cak imin temui airlangga senayan besok bahas koalisi,0,0,True Positive
eks wakil ksad muhammad munir gabung pks anggota dewan pakar,0,0,True Positive
foto foto demonstrasi besaran indonesia solidaritas palestina,1,1,True Negative
penculikan anak mobil avanza madura,1,1,True Negative
respons skenario kriminalisasi anies senyum acungkan jempol,0,0,True Positive
pdip bela puan dilaporkan mkd kode etik dilanggar,0,0,True Positive
ketum pkb cak imin nyapres sabar,0,0,True Positive
pesan whatsapp akp suparlan kapolsek maniis tasikmalaya menawarkan motor mobil lelang,1,1,True Negative
ratu elizabeth ii meninggal dunia,1,1,True Negative
dpd ingatkan pemerintah hati hati kelola ancaman krisis energi pangan,0,0,True Positive
ppp bahas rkuhp pasal bermasalah,0,0,True Positive
syahrini istri simpanan lelaki tua,1,1,True Negative
wamenag setop polemik kemenag hadiah nu,0,0,True Positive
hadiah uang tunai program semarak lazada,1,1,True Negative
pks sentil profesor singapura jokowi,0,0,True Positive
pembakaran kedutaan perancis sudan menolak gambar nabi menghina,1,1,True Negative
mui rakyat butuh pemimpin bermental politikus,0,0,True Positive
video rezim memaksa kyai utk suntik dgn dalih utk ketahanan tubuh virus kyai banten menolak,1,1,True Negative
rumah neno warisman dikepung preman,1,1,True Negative
nasdem putuskan arah koalisi rakernas juni,0,0,True Positive
sms hadiah rp juta pt len industri,1,1,True Negative
akun facebook bupati langkat terbit rencana perangin angin,1,1,True Negative
megawati video call jokowi lebaran,0,1,False Negative
pan kota bogor rekomendasi nama capres anies bima arya,0,0,True Positive
foto christiano ronaldo produk insto,1,1,True Negative
dpr kritik kedubes inggris lgbt tamu hormati budaya lokal,0,0,True Positive
respons luhut komisi i dpr tni duduki jabatan sipil,0,0,True Positive
jokowi aturan turunan perpres penghapusan kekerasan anak,0,0,True Positive
menhan bongkar dalang hilangnya kapal nanggala – rudal maut cina hilangkan kapal nanggala,1,1,True Negative
