Text;True_Label
israel menyerang palestina marah disudutkan ktt oki turki;1
video amerika terkejut ide gila jokowi bikin panik australia pulau ntt;1
pramugari pesawat sj menangis firasat pesawat jatuh;1
golkar airlangga masuk bursa capres pks gabung kib;0
sulut relawan ganjar gerilya bansos lampung;0
kali ketiga jokowi reshuffle kabinet rabu pahing;0
video penampakan kuntilanak rumah sakit galang batam;1
komisi i setujui pemberhentian hormat andika panglima;0
respons pks demokrat kemesraan pkb gerindra jelang;0
pemuda membuang uang tabungannya jalan depresi ditinggal nikah kekasihnya;1
kompak pentolan parpol kumpul dharmawangsa tolak pemilu usulan pdip;0
survei charta mayoritas responden setuju jokowi reshuffle kabinet;0
akun telegram idx channel menawarkan investasi saham emas;1
as ad ali alasan maju muktamar nu pecah suara staquf;0
gus yahya acara harlah ppp dihadiri pengurus pbnu;0
patung ahok museum lilin madame tussauds hongkong;1
si jae tersaingi;1
istana respons isu reshuffle juni jokowi kebutuhan kabinet;0
nasdem maksud surya paloh pemilu;0
coronavirus hancur air;1
foto presiden jokowi minyak goreng pebalap motogp miguel oliveira;1
amman mineral bantah tudingan amnesty dugaan pelanggaran ham;0
pesan whatsapp imbauan tni polri modus kejahatan anak membawa alamat;1
suara prabowo tergerus golkar incar ceruk suara jabar;0
kspi beda partai buruh;0
air liur terompet sebarkan penyakit berbahaya;1
rekrutmen pt dirgantara indonesia;1
foto pm singapura mengantre vaksin covid;1
semut makan otak manusia masuk telinga;1
survei gibran calon terkuat gantikan gubernur jateng ganjar pranowo;0
jokowi pejabat tni polri aktif pj gubernur;0
lelang online pt pegadaian;1
cawabup oku timur menawarkan kredit mobil whatsapp;1
said aqil negara china negara komunis komunis arab;1
rumah terbakar kog disuruh jarah;1
video sepasang suami istri terpidana mati bali beragama hindu diadili didandani layaknya umat islam;1
makanan kaleng produksi thailand tularkan hivkembali;1
mahfud klaim data penguasa jutaan hektare lahan status legal;0
berita cnn dokter terawan menemukan pengganti insulin;1
demokrat respons survei alarm bahaya demokrasi indonesia;0
sandiaga sindiran keras elite gerindra terima kasih sahabat;0
komika mongol stres daftar caleg psi langsung disambut giring;0
foto siswa sekolah ukraina berbaris membentuk ss merayakan ulang hitler;1
fraksi gerindra tutup mulut tunda pemilu;0
bupati alor terima surat cabut dukungan pdip;0
muslim kesalahan orang;1
geger prankgbk relawan jokowi bantah tipu peserta halaqah ulama;0
pangeran uni emirat arab dikabarkan positif virus corona;1
judul artikel izinkan mancing suami melaporkan istrinya kantor polisi alasan pelanggaran ham;1
polri dalami rekaman dugaan brigadir j korban pembunuhan berencana;0
admin mca tertangkap polisi menikmati makan bareng fadlizon prabowo;1
budi gunawan kerutan prabowo persen identik pemimpin versi jokowi;0
ketiga anak kapolri tiggal singapur hidup bermewah mewahan;1
penculikan anak belga tulungagung jawa timur;1
momen megawati sby sapa makan malam ktt g;0
dprd dki klaim dana dapil rp m masuk kantong pribadi;0
video penyerangan anggota tni papua;1
video innalillahi commuterline emang rawan penularannya;1
mobil esemka berbahan dasar kayu solo jakarta;1
pkb galang massa bawaslu usut dugaan curi start kampanye;0
faldo mahasiswa tolak periode aksi apapun silakan;0
jokowi ingatkan menteri salah kebijakan berdarah darah;0
foto plang rumah sakit jiwa korban kebencian formula e;1
partai buruh batal umumkan dukungan capres;0
foto uya kuya menghipnotis wapres maruf amin;1
prabowo kunjungi ulama lebaran halalbihalal sahabat;0
giring psi buka suara do aktif kampus anies rektor;0
panas tuding sindir cak imin vs yenny wahid pkb;0
pks desak jokowi copot kepala brin ungkit salah prediksi badai;0
gubernur papua perhatian jokowi diintimidasi;0
demokrat sambut rencana nasdem deklarasi capres;0
ledakan nashville disebabkan serangan misil;1
foto ledakan dahsyat beirut gudang penyimpanan ton amonium nitrat;1
pinjaman online kospin jasa pesan whatsapp;1
vaksin kali kekhalifahan ottoman;1
jokowi sentil menteri nyapres mengganggu dievaluasi;0
hotman paris uang diundi facebook;1
golkar respons klaim pan kib pertimbangkan usung ganjar;0
sentil abs fadli zon jokowi ambil alih komando pandemi;0
pakar pphn pembangunan milik kelompok dominan;0
penyeludupan senjata berkontainer morowali;1
demokrat dugaan korupsi sawit tunda pemilu kejahatan;0
foto pangdam jaya dudung bandar china;1
pemerintah ambil alih izin praktik dokter idi dampak terawan dipecat;1
kader teriak presiden ganjar lokasi hut pdip;0
survei capres charta politika ganjar teratas anies prabowo;0
suara auman raksasa aceh pagi;1
tolak omnibus law mahasiswa tabrakan mobil pikap arah kerumunan polisi;1
stasiun tv nasional menayangkan demo menolak uu omnibus law;1
menolak lupa wajah sedih diubah gembira kebohongannya;1
pemekaran papua dibatasi provinsi berdasarkan wilayah adat;0
video banjir bandang hanyutkan batam;1
mayat korban covid kubur italia;1
ma ruf amin diundang raja saudi ibadah haji;0
dpr jawasentris pilih anggota kpu bawaslu;0
demo tolak tka cina solok diawali pembakaran perahu warga aparat;1
link subsidi pulsa ribu kuota gb kemendikbud ri;1
fx rudy dukung ganjar nyapres sejuta persen menangkan;0
foto anies makan warung sederhana babi guling;1
prabowo petarung kadang ko berdiri;0
kedaikopi elektabilitas prabowo kinerja;0
bu risma didoakan surabaya tdk hancur;1
mantan ketua mk jokowi penuhi syarat cawapres;0
politikus pdip akal sehat dibalikkan brigadir j;0
tjahjo kumolo permasalahkan posisi wakil menteri panrb;0
berangkat biaya selebrasi kasih bendera;1
dpr sentil bpom kemenkes gagal ginjal akut gerak cepat;0
berharap restu mega relawan ganjar resmi deklarasikan dukungan;0
capres hasil musra provinsi diserahkan jokowi;0
penggungat ad art demokrat mahfud campur;0
hak rakyat kemana terserah;1
kpu parpol lengkapi dokumen daftar pemilu;0
korban vaksin anggota brimob maluku;1
jelang muktamar kader muda nu serukan regenerasi organisasi;0
giring psi batal maju capres sadar layak;0
jokowi wanti wanti peluang kerja digantikan robot;0
marc marquez bandara internasional sultan hasanuddin kediaman daeng naba tukang urut;1
sidak masker wilayah kabupaten jepara desember;1
said iqbal ambisi berjuang parlemen partai buruh;0
kpu perppu dob papua terbit pertengahan november;0
nomor urut parpol peserta pemilu diundi desember;0
nasdem harap ahy kunjungi pks pan ppp;0
relawan komando jokowi dukungan pilpres;0
relawan pendekar binar deklarasi ganjar maju pilpres;0
akun facebook mustofa nahrawardaya asli menayangkan foto dianggap mesra fadli zon resiya syafitri tuduhan perselingkuhan;1
yahya cholil staquf umumkan maju calon ketua pbnu;0
la nyalla dukung amendemen krisis diiringi ubah konstitusi;0
video viral terbaru kena azab uas berpulang;1
dpr elite polri dikumpulkan presiden sejarah kondisi urgen;0
wiranto bubarkan dpr selesaikan ruu trorsme fadli zon ciut;1
ksp jokowi lantik anggota kpu bawaslu terpilih april;0
ketua dprd dki kota pindah unjuk;0
survei charta kepuasan publik pemerintah menurun;0
gerindra tuding lonjakan covid akibat pemerintah pusat lemah;0
pkb berniat dekati ganjar;0
pdip jokowi klaim restui penundaan pemilu;0
pakar lsi cak imin mengikat pemilih nu;0
survei publik sikap politikus buzzer pemicu polarisasi pemilu;0
charge ponsel powerbank terbakar mall emporium;1
bansos keluarga ilma kerap makan tepung goreng;1
kemendagri hasil pertemuan bupati meranti vs kemenkeu;0
orang penyakitan nyapres;1
ijazah sma jokowi palsu;1
pesan berantai temukan mayat skolah smp n cirebon;1
covid tipuan terbesar flu buruk;1
fpa dukung jokowi syarat laskar diangkat pns;1
sinyal jokowi capres dukung ganjar prabowo;0
cuitan gusdurian tarik rem darurat;0
butuh setahun puan bacakan surat presiden revisi uu ite;0
poster anis matta dukung jokowi pilpres;1
eks kabareskrim susno duadji gabung pkb maju caleg;0
video hewan hasil gabungan dna kelinci ayam;1
kuaci direbus tulang babi;1
video kapal perang rusia moskva meledak akibat serangan rudal ukraina;1
puan harap sidang tahunan solidkan lembaga atasi covid;0
foto titanic;1
jokowi panggil prabowo istana isi pertemuan;0
mayora bagikan hadiah rayakan;1
arteria maaf niat rendahkan suku bahasa sunda;0
am hendropriyono meninggal singapura;1
pdip usul amandemen pphn disetop;0
dpr panggil nadiem jumat bahas permendikbud kekerasan seksual;0
polisi intimidasi warga infoakurat;1
sulfur hexaflouride gas memiliki kepadatan air;1
nasdem pastikan koalisi demokrat pks usung anies;0
pendaftaran anggota kpu bawaslu sepi peminat;0
polresta samarinda adakan acara nikah massal gratis;1
foto wajah firaun ramses ii;1
ayah jokowi bernama widjiatno anggota pki jokowi asli pki tulen;1
bmkg prediksi tsunami terjang bengkulu;1
nasdem sentil pdip curiga pertemuan anies gibran setop buruk sangka;0
surat pemberitahuan validasi nomor induk cpns;1
untung buntung prabowo didukung relawan jokowi mania;0
cak imin pede duet prabowo pilpres;0
video hati yg suka mkn tlr orang cina bunuh orang tuh plan;1
jokowi parpol koalisi bahas kota istana;0
berita pria mengamuk janda dinikahinya perawan;1
mega potongan kue ultah pramono basuki ketiga;0
psi penuhi syarat pemilu grace natalie buka suara;0
pkb peresmian koalisi semut merah tunggu kejutan;0
foto anak korban penculikan diambil organ tubuhnya depok;1
politikus pdip effendi simbolon andika perkasa panglima tni;0
pernyataan idi daftar minuman menyebabkan pengerasan otak diabetes pengerasan sumsum tulang;1
artis agnez mo meninggal akibat dibunuh;1
gambar artikel cnn indonesia lawan pengaruh b a n s e r angkatan laut amerika serikat kirim tambahan kapal induk us indo – pasific command;1
sheikh hamdan al maktoum uang covid;1
anies baswedan kader demokrat;0
pemerintah paksakan vaksin booster;1
akun facebook bupati indragiri hulu rezita meylani yopi;1
video berita viral yusril gandeng hotman paris bikin sby ahy tertolong berita terbaru;1
menikah istri ceraikan suami gara gara dukung jokowi;1
krisdayanti meninggal dunia akibat dibekap suaminya;1
obat dibeli jokowi cina komunis berbahaya berakibat kematian;1
sekjen dpr wakil ketua banggar kolaps akibat hipertensi;0
golkar respons pks gabung poros kib terbuka;0
jokowi bertolak bali penghujung rabu pon;0
lowongan dinas pendidikan kota bogor;1
lemparan bola penundaan pemilu pkb jokowi bamsoet;0
disertasi rieke diah pitaloka pseudo data desa;0
golkar jatim rambut putih pikirkan rakyat;0
apbd dki diketok rp triliun prioritas atasi macet banjir;0
akun whatsapp plt bupati bandung barat hengky kurniawan;1
akun whatsapp wakil bupati bangkalan dana;1
ketum ppp sandiaga capres;0
luhut jokowi besaran dana desa;0
ppp mardiono klaim daftarkan kepengurusan kemenkumham;0
dasco prabowo ambil keputusan pemecatan mohamad taufik;0
din syamsuddin klaim purnawirawan bergabung partai pelita;0
video vladimir putin marah kapal tanker pertamina angkut minyak rusia dicegat denmark;1
respons rekomendasi pbnu dpr janji tuntaskan rkuhp;0
anies melarikan eropa;1
innalillahi sedih ustadzah kondang mama dedeh meninggal dunia;1
video tiktok waspada cuaca ekstrem desember;1
sampel darah sehat mengental vaksin;1
pimpinan dpr bupati meranti introspeksi ngamuk kemenkeu;0
mensesneg jokowi panggil nadiem rencana ruu sisdiknas;0
hasto tekankan kepemimpinan intelektual generasi muda;0
agnez mo hadiah uang tunai;1
ustad yahya waloni meninggal dunia;1
gambar cerita tragedi satelit indonesia palapa b;1
pelarangan masker scuba politik perusahaan;1
pkb duga jabatan wamen akomodasi politik jelang reshuffle;0
pesan berantai kfc bagikan hadiah;1
komnas harap pemimpin hasil pemilu serius pedulikan ham;0
foto pele membungkukkan badan makam maradona;1
kpu larang anggota parpol daftar calon dpd;0
giring bantah bedol desa kader psi seminggu seribu;0
survei elektabilitas prabowo teratas ganjar anies bersaing ketat;0
vaksin covid sebabkan aids cacar monyet;1
pengakuan ribka tjiptaning anak pki bergabung pdip;1
ganjar pranowo terima sanksi pdip kader taat;0
susi pudjiastuti sindir tingkah puan tanam padi hujan hujanan;0
bambang pacul pdip resmi jabat ketua komisi iii dpr;0
pshk kades menentang pembatasan kekuasaan jokowi tolak;0
pdip kadernya dicopot kabinet reshuffle;0
prabowo subianto nama tunggal capres usungan kader gerindra;0
dpr sahkan rkuhp;0
foto gadis kehilangan keluarganya akibat perang irak tertidur lukisan sosok ibunya meninggal;1
video taliban menghancurkan telepon genggam kaki;1
studi cdc mengonfirmasi kekebalan alami kuat vaksin covid;1
gelak tawa anies didukung warga tanah merah capres;0
ma ruf pastikan menteri kena reshuffle;0
artikel lanjutbaja site innalillahi masjid meledak sholat jumat jamaah meninggal dunia semoga husnol khotimah aminn;1
video momen sri mulyani nge vlog bareng presiden jokowi ktt g roma;1
nasdem condong anies pdip ingatkan ambang batas pencapresan;0
video amatir perang rusia vs ukraina;1
jalan tol sumatra membelah kebun kurma;1
luhut penundaan pemilu sah sah dpr mpr berproses;0
kelompok anti lgbtq dilarang beli starbucks;1
prabowo puan buka peluang duet berpasangan pilpres;0
tolak bahas ganjar kader pdip dilarang mega bicara capres;0
komisi iii dpr dukung vonis mati polisi penjual barbuk sabu;0
lady gaga melantunkan surat ad duhaa;1
wacana andika pensiun nihil urgensi makan biaya;0
dprd normalisasi sungai jalan anies takut dicap tukang gusur;0
diculik umur anak kejadian d angkot lebak bulus parung ibunda si bayi dihipnotis;1
jokowi pakai rp triliun dana haji jamaah diberitahu;1
kamrussamad tegur sandiaga semoga sadar maaf;0
lacak ponsel hilang lapor cop vsnl net;1
sulitnya pegawai dapatkan hasil twk bkn kpk lempar;0
mega tugaskan puan bersilaturahmi ketua parpol;0
hasyim asy ari terpilih ketua kpu;0
mkd dpr jatuhkan sanksi azis syamsuddin;0
golkar pan ppp koalisi pkb prediksi pilpres diikuti calon;0
politikus pdip anies tarik rem darurat covid;0
pesan whatsapp wabup muratara tawarkan lelang kendaraan bermotor;1
anggota dpr pemerintah aturan turunan uu tpks;0
golkar pangkostrad dudung calon ksad pengganti andika;0
waspada bandara kertajati subang jawa barat;1
eksperimen simpanse anak dihentikan anak meniru tingkah monyet;1
foto rihanna memegang bendera negara pakistan;1
km wilayah indonesia diambil malaysia;1
link pengecekan penerima bantuan ppkm rp;1
pdip megawati temui jokowi;0
dpr polisi awasi implementasi penurunan harga pcr;0
tito menko polhukam ad interim pimpin tim rkuhp pemerintah;0
prabowo puan bertemu istana duduk mengapit megawati;0
putin anti lgbt;1
presiden umumkan bebas masker kegiatan masyarakat normal;1
mabes polri respons arteria pdip penegak hukum kena ott;0
riza pastikan taufik gerindra dikompori pindah;0
jarang show off elektabilitas prabowo;0
pesan whatsapp pengangkatan tenaga honorer perawat guru pemprov ntb;1
paul pogba timnas perancis agama islam dihina;1
relawan pasang badan viral pemudik pakai kaus anies presiden;0
bahas dim pemerintah dpr bentuk panja ruu otsus papua;0
razia masker serentak indonesia denda rp ribu;1
pilot pesawat maskapai delta meninggal divaksin;1
akun facebook polwan dukung prabowo sandi;1
dpr ingatkan perusahaan penuhi hak karyawan kena phk;0
akun facebook kepala bkpsdm kabupaten ogan komering ulu oku timur h sutikman;1
demokrat bela anies pecah belah pdip bertemu gibran;0
ma ruf bantah dugaan istana intervensi kpu loloskan parpol;0
jokowi harap penggantinya ciut nyali hadapan negara;0
